Combination,Mean,Std Dev,CV
181,10.8,24.81652675,2.297826551
182,0,0,#DIV/0!
183,0,0,#DIV/0!
184,12.5,20.21261982,1.617009586
185,46.55,50.88170103,1.093054802
186,23.9,38.86502284,1.626151583
187,20.4,35.00199994,1.715784311
188,26.6,36.31721355,1.36530878
189,47.4,53.47560191,1.128177256
190,17.95,31.12149579,1.733788066
191,13.35,25.84042376,1.935612267
192,0,0,#DIV/0!
193,0,0,#DIV/0!
194,0,0,#DIV/0!
195,0,0,#DIV/0!
196,0,0,#DIV/0!
197,0,0,#DIV/0!
198,0,0,#DIV/0!
199,0,0,#DIV/0!
200,2.15,9.371632729,4.358898944
201,24.05,40.09423275,1.667119865
202,0,0,#DIV/0!
203,0,0,#DIV/0!
204,0,0,#DIV/0!
205,7.7,19.26161987,2.501509074
206,9.4,27.07286464,2.880091983
207,35.35,65.60889802,1.855980142
208,0.2,0.871779789,4.358898944
209,0,0,#DIV/0!
210,27.7,46.73018297,1.687010215
211,0,0,#DIV/0!
212,0,0,#DIV/0!
213,0,0,#DIV/0!
214,0,0,#DIV/0!
215,0,0,#DIV/0!
216,0.75,3.269174208,4.358898944
217,1.9,8.281907993,4.358898944
218,0,0,#DIV/0!
219,9.05,18.16445705,2.007122326
220,9.8,21.97180011,2.242020419
221,0,0,#DIV/0!
222,0,0,#DIV/0!
223,0,0,#DIV/0!
224,0,0,#DIV/0!
225,0,0,#DIV/0!
226,0,0,#DIV/0!
227,0,0,#DIV/0!
228,0,0,#DIV/0!
229,5.6,13.74554473,2.454561559
230,8,17.67201177,2.209001471
231,0,0,#DIV/0!
232,0,0,#DIV/0!
233,7.6,21.84124539,2.873848077
234,9.65,20.71780635,2.146922938
235,23.45,39.26381922,1.674363293
236,9.35,24.55050916,2.625722905
237,7.15,31.16612745,4.358898944
238,26.9,43.23759938,1.607345702
239,29.85,49.55933313,1.660279167
240,15.05,28.64694574,1.903451544
241,23.5,42.65032239,1.814907336
242,29.65,44.77976664,1.510278807
243,30.3,33.08942429,1.092060208
244,6.95,14.69855435,2.114899907
245,5,16.04369035,3.20873807
246,0.45,1.961504525,4.358898944
247,28,43.26430399,1.545153714
248,0,0,#DIV/0!
249,8.45,36.83269607,4.358898944
250,25.95,40.39736996,1.556738727
251,18.3,36.49534217,1.994280993
252,0,0,#DIV/0!
253,23.9,39.79434633,1.665035411
254,0,0,#DIV/0!
255,24.7,35.59648859,1.441153384
256,0,0,#DIV/0!
257,0,0,#DIV/0!
258,0,0,#DIV/0!
259,0,0,#DIV/0!
260,0,0,#DIV/0!
261,0,0,#DIV/0!
262,0,0,#DIV/0!
263,0,0,#DIV/0!
264,0,0,#DIV/0!
265,0,0,#DIV/0!
266,0,0,#DIV/0!
267,3.6,15.6920362,4.358898944
268,0,0,#DIV/0!
269,0,0,#DIV/0!
270,0,0,#DIV/0!
271,16.05,30.11058784,1.876049087
272,0,0,#DIV/0!
273,0,0,#DIV/0!
274,0,0,#DIV/0!
275,1.55,6.756293362,4.358898944
276,0,0,#DIV/0!
277,2.85,11.5380891,4.048452315
278,0,0,#DIV/0!
279,24.6,32.14093963,1.306542261
280,0,0,#DIV/0!
281,0,0,#DIV/0!
282,26.5,46.09284109,1.739352494
283,7.1,19.31553779,2.72049828
284,15.2,24.60609681,1.618822158
285,0,0,#DIV/0!
286,0.65,2.833284313,4.358898944
287,0,0,#DIV/0!
288,0,0,#DIV/0!
289,0,0,#DIV/0!
290,0,0,#DIV/0!
291,0,0,#DIV/0!
292,2.75,8.745713236,3.180259358
293,0,0,#DIV/0!
294,8.85,22.05736838,2.492358009
295,12.5,24.75378759,1.980303007
296,0,0,#DIV/0!
297,0,0,#DIV/0!
298,2.6,11.33313725,4.358898944
299,24.95,34.99639267,1.402661029
300,30.7,44.73823868,1.457271618
301,0,0,#DIV/0!
302,10.8,18.26909959,1.691583296
303,20.1,27.2413289,1.355289995
304,0,0,#DIV/0!
305,0,0,#DIV/0!
306,23.9,30.35275935,1.269989931
307,22.9,43.98170074,1.920598286
308,7.95,19.3971003,2.43988683
309,32.85,50.99438695,1.552340546
310,0,0,#DIV/0!
311,9.5,22.96845663,2.417732277
312,17.35,29.68547625,1.710978458
313,0,0,#DIV/0!
314,23.3,36.37457904,1.561140731
315,0,0,#DIV/0!
316,30.55,30.66997718,1.00392724
317,1.5,6.538348415,4.358898944
318,0,0,#DIV/0!
319,6.85,29.85845776,4.358898944
320,0,0,#DIV/0!
321,0,0,#DIV/0!
322,0,0,#DIV/0!
323,0,0,#DIV/0!
324,0,0,#DIV/0!
325,0,0,#DIV/0!
326,0,0,#DIV/0!
327,22.35,26.06583012,1.166256381
328,0,0,#DIV/0!
329,0,0,#DIV/0!
330,0,0,#DIV/0!
331,6.2,14.92179614,2.406741313
332,0,0,#DIV/0!
333,21.8,37.78438831,1.733228822
334,6.1,25.46546681,4.174666691
335,5.45,16.55135946,3.03694669
336,0,0,#DIV/0!
337,0,0,#DIV/0!
338,32.4,54.74705472,1.689723911
339,0,0,#DIV/0!
340,0,0,#DIV/0!
341,3.1,8.018104514,2.586485327
342,0,0,#DIV/0!
343,51.95,49.85827414,0.959735787
344,0,0,#DIV/0!
345,46.8,45.01955131,0.961956225
346,11.55,28.43848625,2.462206601
347,4,17.43559577,4.358898944
348,0,0,#DIV/0!
349,45.65,45.42606631,0.995094552
350,28.75,37.78739869,1.314344302
351,15.85,30.58475928,1.929637809
352,0,0,#DIV/0!
353,0,0,#DIV/0!
354,0,0,#DIV/0!
355,9.1,22.25511177,2.445616678
356,3.85,16.78176093,4.358898944
357,24.15,34.05917644,1.410317865
358,15.3,34.19078823,2.234692041
359,15.95,31.69775229,1.987319893
360,0,0,#DIV/0!
361,0,0,#DIV/0!
362,0,0,#DIV/0!
363,0,0,#DIV/0!
364,0,0,#DIV/0!
365,0,0,#DIV/0!
366,0,0,#DIV/0!
367,38.55,41.62868602,1.079862154
368,0,0,#DIV/0!
369,0,0,#DIV/0!
370,12.65,21.74689633,1.71912224
371,11.8,34.09340112,2.889271281
372,36.85,38.46072672,1.043710359
373,40.25,45.92915741,1.141097078
374,6.6,28.76873303,4.358898944
375,13.45,28.22494464,2.098508895
376,0,0,#DIV/0!
377,8.5,25.50196071,3.000230672
378,32.35,42.99334251,1.329005951
379,27.2,37.15050471,1.365827379
380,0,0,#DIV/0!
381,0,0,#DIV/0!
382,24.1,32.06852039,1.330644
383,49.15,47.4270756,0.964945587
384,0,0,#DIV/0!
385,0,0,#DIV/0!
386,0,0,#DIV/0!
387,0,0,#DIV/0!
388,0,0,#DIV/0!
389,0,0,#DIV/0!
390,0,0,#DIV/0!
391,0,0,#DIV/0!
392,0,0,#DIV/0!
393,0,0,#DIV/0!
394,0,0,#DIV/0!
395,28.35,29.43344186,1.038216644
396,0,0,#DIV/0!
397,10.4,26.63719204,2.561268466
398,0,0,#DIV/0!
399,0,0,#DIV/0!
400,0,0,#DIV/0!
401,0.6,2.615339366,4.358898944
402,16.95,31.36315513,1.850333636
403,0,0,#DIV/0!
404,0,0,#DIV/0!
405,0,0,#DIV/0!
406,0,0,#DIV/0!
407,3.15,13.73053167,4.358898944
408,13.45,38.39072154,2.854328739
409,6.5,14.51034114,2.232360175
410,28.75,38.99599338,1.356382379
411,0,0,#DIV/0!
412,18.25,33.78590683,1.851282566
413,6.6,18.24116224,2.763812461
414,47.4,51.83570198,1.093580211
415,29.35,45.39083057,1.546535965
416,0,0,#DIV/0!
417,0,0,#DIV/0!
418,0,0,#DIV/0!
419,8.45,20.92241621,2.476025587
420,18.15,32.08469261,1.767751659
421,15,35.64126822,2.376084548
422,0,0,#DIV/0!
423,29.75,37.82839542,1.271542703
424,0.15,0.653834842,4.358898944
425,9.9,21.73453473,2.195407549
426,8.95,18.85596723,2.10681198
427,24.85,40.18118341,1.61694903
428,17.35,34.26846218,1.975127503
429,1.9,8.281907993,4.358898944
430,11.15,20.45550048,1.834574034
431,18.85,34.70774409,1.841259634
432,0,0,#DIV/0!
433,11.45,26.47918994,2.312593008
434,0,0,#DIV/0!
435,0,0,#DIV/0!
436,0.2,0.871779789,4.358898944
437,0,0,#DIV/0!
438,24.45,44.07434061,1.802631518
439,3.3,13.07325514,3.961592467
440,0,0,#DIV/0!
441,0,0,#DIV/0!
442,24.2,37.34113014,1.543021907
443,0,0,#DIV/0!
444,0,0,#DIV/0!
445,10.75,22.18079124,2.063329418
446,35.3,66.16653233,1.874406015
447,9.2,25.65462921,2.788546653
448,10.45,25.15049701,2.406746126
449,0,0,#DIV/0!
450,14.35,34.91743834,2.433270964
451,0,0,#DIV/0!
452,0,0,#DIV/0!
453,14.85,27.39940693,1.845077908
454,0,0,#DIV/0!
455,0,0,#DIV/0!
456,6.5,15.28561415,2.351632946
457,17.85,30.21469014,1.692699727
458,25.25,47.70731076,1.889398446
459,26.8,36.88305844,1.376233524
460,2.7,10.88622983,4.031936976
461,27.2,43.02743311,1.581890923
462,0,0,#DIV/0!
463,43.75,42.79354507,0.978138173
464,19.85,33.90468257,1.708044462
465,31.75,41.70476591,1.313535934
466,11,19.22498375,1.747725795
467,4.25,18.52532051,4.358898944
468,41.45,42.25692251,1.019467371
469,28.65,43.90703247,1.532531674
470,5.75,25.06366893,4.358898944
471,0,0,#DIV/0!
472,0,0,#DIV/0!
473,11.05,17.88987144,1.61899289
474,0,0,#DIV/0!
475,2.2,9.589577676,4.358898944
476,0,0,#DIV/0!
477,2.55,7.242064623,2.840025342
478,17.25,30.51208777,1.768816682
479,45.4,45.83710288,1.009627817
480,19.05,31.63301282,1.660525607
481,9.4,29.32473359,3.119652509
482,12.9,25.78158257,1.998572293
483,0,0,#DIV/0!
484,5.5,21.58355856,3.924283374
485,17.4,33.33376666,1.915733716
486,33.55,37.99272957,1.13242115
487,56.85,60.84921939,1.070346867
488,0,0,#DIV/0!
489,13.65,24.18734173,1.771966427
490,8.15,24.87624369,3.052299839
491,16.15,37.55965255,2.325675081
492,45.7,57.35599358,1.255054564
493,43.5,50.01649728,1.149804535
494,16.05,26.97864897,1.680912708
495,33.15,45.93394714,1.385639431
496,0,0,#DIV/0!
497,0,0,#DIV/0!
498,0,0,#DIV/0!
499,41.25,46.13011489,1.118305816
500,13.65,24.80982668,1.81756972
501,11.2,23.12055363,2.064335145
502,0,0,#DIV/0!
503,44.95,47.42412361,1.055041682
504,11.35,20.46527547,1.803107971
505,7.7,23.17779109,3.010102739
506,12.1,19.18567174,1.585592706
507,4,12.28413611,3.071034028
508,5,21.79449472,4.358898944
509,37.35,46.44703973,1.243561974
510,16.5,41.27771796,2.501679876
511,26.55,58.58367947,2.2065416
