Combination,Mean,Std Dev,CV
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,3.3,14.384366513684226,4.358898811452832
300,0.65,2.833284313301438,4.35889827294094
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,10.45,28.420899000559427,2.7197032276161823
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,9.4,27.490725708864073,2.9245452570648456
307,0.0,0.0,0.0
308,7.75,14.425238299591449,1.8613210468979797
309,6.25,20.875523945520506,3.34008377784194
310,0.0,0.0,0.0
311,5.1,12.2266103233889,2.3973745262061663
312,0.8,2.712931993250107,3.3911645676670625
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,3.6,12.32233744059949,3.4228714161978746
317,3.6,15.692036196746427,4.3588988224601515
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,1.8,7.400000000000001,4.111110882716063
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,1.9,8.281907992727279,4.358898714124951
332,0.0,0.0,0.0
333,6.3,18.091710809097076,2.871700082845566
334,2.15,9.371632728612447,4.358898740801197
335,2.2,7.318469785412794,3.326577023979587
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,13.0,28.901557051480808,2.2231966791662416
339,0.0,0.0,0.0
340,0.2,0.8717797887081347,4.358896764092291
341,0.9,3.9230090491866068,4.358898459218623
342,0.0,0.0,0.0
343,9.1,19.20130203918474,2.110033167932025
344,0.0,0.0,0.0
345,2.95,9.249189153650173,3.1353182508875754
346,0.0,0.0,0.0
347,1.15,5.012733785071775,4.358898564506016
348,0.0,0.0,0.0
349,5.2,16.717057157286984,3.2148186222702155
350,0.0,0.0,0.0
351,4.9,21.3586048233493,4.358898854583553
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,2.2,9.58957767578948,4.358898745408911
356,2.8,12.204917041913886,4.3588987878657175
357,0.9,3.9230090491866068,4.358898459218623
358,0.0,0.0,0.0
359,7.05,23.898692432850794,3.3898854033847168
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,4.85,21.140659876172265,4.35889885366647
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,1.95,8.499852939904313,4.358898720007406
367,5.6,17.03643155123748,3.042219865538481
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,5.9,18.796010214936576,3.185764389213582
371,4.9,21.358604823349303,4.358898854583554
372,4.55,11.48684029661769,2.524580229485641
373,4.05,12.151028763030727,3.0002539414827982
374,0.0,0.0,0.0
375,7.05,14.958191735634362,2.1217292941080044
376,0.0,0.0,0.0
377,4.35,16.80855436972496,3.864035398464694
378,1.15,5.012733785071775,4.358898564506016
379,1.15,5.012733785071775,4.358898564506016
380,4.1,13.8307628133809,3.3733567014744463
381,0.0,0.0,0.0
382,8.9,21.93148421790007,2.464211682188641
383,10.3,37.551431397484706,3.6457700031949227
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,5.15,16.307283648725807,3.1664627829280634
396,0.0,0.0,0.0
397,0.7,3.051229260478472,4.358898320840915
398,0.0,0.0,0.0
399,2.05,8.935742834258383,4.358898730911469
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,10.75,26.040113287003955,2.422336097187939
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,6.5,19.66341781074694,3.025141155112742
409,1.3,4.828043081829324,3.7138790080318635
410,6.8,16.36642905462276,2.40682776675588
411,0.0,0.0,0.0
412,1.35,5.884513573779908,4.358898620659293
413,9.7,25.38917091990205,2.61744027403691
414,4.55,10.933777938114527,2.4030280654531255
415,2.85,8.392109389182197,2.944599682358677
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,1.85,7.199131892110326,3.8914224340368007
420,7.85,24.343941751491272,3.101139037118136
421,0.95,4.140953996363639,4.358898484709254
422,0.0,0.0,0.0
423,8.45,15.711381225086482,1.8593350342192878
424,3.8,11.677328461596002,3.0729810932362875
425,1.65,5.790293602227782,3.509268637152072
426,5.25,15.750793630798418,3.0001511106253917
427,5.4,12.87400481590713,2.3840749217591917
428,7.05,22.52437568502177,3.1949468603584514
429,0.0,0.0,0.0
430,5.15,16.06012141921723,3.118470117935964
431,2.15,9.371632728612449,4.358898740801198
432,0.0,0.0,0.0
433,1.4,4.305810028322196,3.0755783719745424
434,3.25,14.16642156650719,4.358898809420711
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,3.25,14.16642156650719,4.358898809420711
439,0.0,0.0,0.0
440,0.0,0.0,0.0
441,0.0,0.0,0.0
442,6.9,14.487580888471339,2.09964937369658
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,3.8,13.872995350680402,3.650788154105681
446,4.9,10.444615837837219,2.131554209118734
447,7.65,14.789438799359496,1.9332599485011113
448,4.25,15.433324334050653,3.6313703460973215
449,0.0,0.0,0.0
450,1.0,3.255764119219941,3.2557637936435615
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,12.75,30.132830932390007,2.3633592702787514
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,9.2,30.908898395122396,3.3596628325169693
457,0.25,1.0897247358851685,4.358897199981794
458,6.65,17.396192112068665,2.6159686993190667
459,6.8,15.302287410710859,2.250336350834886
460,0.25,1.0897247358851685,4.358897199981794
461,2.25,9.807522622966516,4.358898749811841
462,1.85,8.063963045550246,4.358898707924527
463,5.0,21.79449471770337,4.358898856362696
464,7.05,17.664866260461757,2.5056547531767777
465,0.0,0.0,0.0
466,1.35,5.884513573779908,4.358898620659293
467,1.35,5.884513573779908,4.358898620659293
468,6.9,18.13532464556397,2.6283078815555334
469,8.55,25.166396245787755,2.9434381229758997
470,0.2,0.8717797887081346,4.35889676409229
471,3.1,7.582216034906946,2.4458760613933355
472,1.45,6.320403468133977,4.358898642926974
473,1.4,6.102458520956944,4.358898632190772
474,0.0,0.0,0.0
475,2.0,7.4565407529228995,3.7282701900479407
476,0.0,0.0,0.0
477,6.1,18.90476130502578,3.0991411467396173
478,0.0,0.0,0.0
479,8.25,13.482859488995649,1.6342859788566124
480,9.0,27.14958563219704,3.0166205922816647
481,2.55,11.11519230602872,4.358898772603468
482,2.7,11.769027147559816,4.358898782099977
483,0.0,0.0,0.0
484,4.95,12.334808470341159,2.4918804487178003
485,19.2,32.42159773977834,1.6886248734852007
486,0.0,0.0,0.0
487,2.25,6.243997117231878,2.775109706542626
488,0.0,0.0,0.0
489,9.8,26.162186452970634,2.669610835307097
490,8.55,21.957857363595387,2.5681704218454207
491,9.6,21.46718425877041,2.2361650036618657
492,1.05,4.576843890717708,4.35889852840748
493,4.7,11.28760382012055,2.401617782969951
494,3.85,11.389798066691087,2.958389031390178
495,4.65,13.469502589182719,2.8966671611862367
496,0.0,0.0,0.0
497,0.0,0.0,0.0
498,0.0,0.0,0.0
499,5.95,16.85370879064902,2.8325560516627584
500,0.0,0.0,0.0
501,1.95,8.499852939904313,4.358898720007406
502,0.0,0.0,0.0
503,13.45,25.611472038912563,1.904198650445554
504,1.35,5.884513573779908,4.358898620659293
505,0.1,0.4358898943540673,4.358894584646087
506,6.5,13.306013678032953,2.047078995896162
507,4.8,20.922714928995237,4.358898852730282
508,0.0,0.0,0.0
509,6.8,17.845447598757502,2.624330490635949
510,6.95,23.705431866979346,3.4108534569631654
511,1.45,6.320403468133977,4.358898642926974
