Combination,Mean,Std Dev,CV
180,46.6,53.24791076,1.142659029
181,8.25,20.56909089,2.493223138
182,0,0,#DIV/0!
183,0,0,#DIV/0!
184,26.3,38.64207551,1.469280438
185,63.3,55.42300966,0.875560974
186,41.45,44.67378985,1.077775389
187,23.45,20.49018058,0.873781688
188,61.4,45.90468386,0.747633288
189,83.75,68.68833598,0.820159236
190,28.55,35.34186611,1.237893734
191,31.8,31.01709206,0.975380254
192,0,0,#DIV/0!
193,0,0,#DIV/0!
194,0,0,#DIV/0!
195,0,0,#DIV/0!
196,0,0,#DIV/0!
197,0,0,#DIV/0!
198,0,0,#DIV/0!
199,0,0,#DIV/0!
200,1.4,1.907878403,1.362770288
201,20.25,38.49139514,1.900809637
202,1.6,1.959591794,1.224744871
203,0,0,#DIV/0!
204,2.2,1.989974874,0.904534034
205,8.1,16.34288836,2.017640538
206,12.45,23.8442341,1.915199526
207,42.25,50.4647154,1.194431134
208,0.8,1.6,2
209,1,1.732050808,1.732050808
210,29.35,36.97333499,1.259738841
211,0,0,#DIV/0!
212,0,0,#DIV/0!
213,0,0,#DIV/0!
214,0,0,#DIV/0!
215,0,0,#DIV/0!
216,1.8,1.989974874,1.105541597
217,0,0,#DIV/0!
218,0,0,#DIV/0!
219,10,16.97939928,1.697939928
220,10.8,20.17324961,1.867893483
221,0,0,#DIV/0!
222,0,0,#DIV/0!
223,0,0,#DIV/0!
224,0,0,#DIV/0!
225,0,0,#DIV/0!
226,0,0,#DIV/0!
227,0,0,#DIV/0!
228,0,0,#DIV/0!
229,3.5,2.559296778,0.731227651
230,10.35,15.54437197,1.501871688
231,0.2,0.871779789,4.358898944
232,0.4,1.2,3
233,7.8,13.20075755,1.692404815
234,7,8.093207028,1.156172433
235,21.6,35.95886539,1.664762286
236,4.05,5.661051139,1.397790405
237,0,0,#DIV/0!
238,38.4,54.58791075,1.421560176
239,27.8,39.3288698,1.414707547
240,18.4,23.81890006,1.294505438
241,3.3,3.05122926,0.924614927
242,58.8,53.06750418,0.902508575
243,89.45,64.28022635,0.718616281
244,20.3,44.48494127,2.191376417
245,22.7,34.02513777,1.498904747
246,0,0,#DIV/0!
247,27.55,43.95847472,1.595588919
248,0,0,#DIV/0!
249,0,0,#DIV/0!
250,31.25,39.88843817,1.276430022
251,24.2,28.40880145,1.173917415
252,0,0,#DIV/0!
253,13.75,18.60611459,1.35317197
254,0,0,#DIV/0!
255,13.45,27.45810445,2.041494755
256,0,0,#DIV/0!
257,0,0,#DIV/0!
258,0,0,#DIV/0!
259,0,0,#DIV/0!
260,0,0,#DIV/0!
261,0,0,#DIV/0!
262,0,0,#DIV/0!
263,0,0,#DIV/0!
264,0,0,#DIV/0!
265,0,0,#DIV/0!
266,0,0,#DIV/0!
267,2.4,1.959591794,0.816496581
268,0,0,#DIV/0!
269,0,0,#DIV/0!
270,0,0,#DIV/0!
271,14.8,32.45088597,2.19262743
272,0,0,#DIV/0!
273,0,0,#DIV/0!
274,0,0,#DIV/0!
275,0,0,#DIV/0!
276,0,0,#DIV/0!
277,1.6,1.959591794,1.224744871
278,4.5,13.32478893,2.961064206
279,57.1,53.98138568,0.945383287
280,0,0,#DIV/0!
281,0,0,#DIV/0!
282,23,34.76492485,1.511518472
283,9.2,20.77883539,2.258569064
284,24.75,45.51249828,1.83888882
285,0,0,#DIV/0!
286,3,2.792848009,0.930949336
287,0,0,#DIV/0!
288,0,0,#DIV/0!
289,0,0,#DIV/0!
290,0,0,#DIV/0!
291,0,0,#DIV/0!
292,8.85,17.64447506,1.993725995
293,0,0,#DIV/0!
294,16.2,21.9809008,1.356845728
295,5.95,8.540930863,1.435450565
296,0,0,#DIV/0!
297,0,0,#DIV/0!
298,0.25,1.089724736,4.358898944
299,7.85,11.72294758,1.493369119
300,22.75,29.7201531,1.306380356
301,0,0,#DIV/0!
302,9.55,20.71828902,2.169454348
303,41.3,36.62253405,0.886744166
304,1.6,1.959591794,1.224744871
305,0,0,#DIV/0!
306,8.8,23.14649001,2.630282956
307,17.75,26.88098771,1.514421843
308,31,55.11533362,1.777913988
309,43.8,46.58175609,1.063510413
310,0,0,#DIV/0!
311,13.3,24.73883587,1.860062847
312,24.85,32.2572085,1.298076801
313,0,0,#DIV/0!
314,47.9,45.12527008,0.942072444
315,0,0,#DIV/0!
316,20.85,34.23196606,1.641820914
317,0,0,#DIV/0!
318,0.2,0.871779789,4.358898944
319,1.7,7.410128204,4.358898944
320,0,0,#DIV/0!
321,0,0,#DIV/0!
322,0,0,#DIV/0!
323,0,0,#DIV/0!
324,0,0,#DIV/0!
325,0,0,#DIV/0!
326,0,0,#DIV/0!
327,15.5,19.00131574,1.225891338
328,0,0,#DIV/0!
329,0,0,#DIV/0!
330,0,0,#DIV/0!
331,7.55,13.42190374,1.777735595
332,0,0,#DIV/0!
333,27.9,36.88753177,1.322133755
334,10,23.25510697,2.325510697
335,27.95,29.66390905,1.061320538
336,0,0,#DIV/0!
337,7.05,22.55543172,3.199352017
338,35.1,39.86966265,1.135887825
339,10.3,44.89665912,4.358898944
340,1,1.732050808,1.732050808
341,3.2,5.163332257,1.61354133
342,0,0,#DIV/0!
343,75.45,44.79561921,0.593712647
344,1.6,1.959591794,1.224744871
345,54.85,44.88682992,0.81835606
346,10.25,24.50076529,2.390318565
347,0,0,#DIV/0!
348,0,0,#DIV/0!
349,66.5,40.59618209,0.610468904
350,21.6,41.41907773,1.917549895
351,26.6,46.10032538,1.733094939
352,0,0,#DIV/0!
353,0,0,#DIV/0!
354,0,0,#DIV/0!
355,3.85,2.868361902,0.745029065
356,0,0,#DIV/0!
357,28.65,43.97075733,1.534755928
358,4,3.674234614,0.918558654
359,18.2,25.08306201,1.378190221
360,0,0,#DIV/0!
361,0,0,#DIV/0!
362,0,0,#DIV/0!
363,0,0,#DIV/0!
364,0,0,#DIV/0!
365,0,0,#DIV/0!
366,0,0,#DIV/0!
367,72.4,75.09021241,1.03715763
368,1.6,1.959591794,1.224744871
369,0,0,#DIV/0!
370,15.85,37.29782165,2.353174868
371,21.45,35.1659992,1.639440522
372,36.85,30.24611545,0.820790107
373,103.6,65.10099846,0.628388016
374,0,0,#DIV/0!
375,11.3,16.5472052,1.464354443
376,0,0,#DIV/0!
377,0,0,#DIV/0!
378,57.1,42.3767625,0.742149956
379,13.05,16.94247621,1.298274039
380,0,0,#DIV/0!
381,0,0,#DIV/0!
382,40.75,55.98828002,1.373945522
383,68.8,42.36932853,0.615833264
384,0,0,#DIV/0!
385,0,0,#DIV/0!
386,0,0,#DIV/0!
387,0,0,#DIV/0!
388,0,0,#DIV/0!
389,0,0,#DIV/0!
390,0,0,#DIV/0!
391,0,0,#DIV/0!
392,0,0,#DIV/0!
393,0,0,#DIV/0!
394,0.4,1.743559577,4.358898944
395,12.25,23.86603235,1.948247539
396,0,0,#DIV/0!
397,6.5,13.54067945,2.083181454
398,0,0,#DIV/0!
399,0,0,#DIV/0!
400,2,2,1
401,0,0,#DIV/0!
402,24.3,38.25846312,1.57442235
403,0,0,#DIV/0!
404,1.6,1.959591794,1.224744871
405,0,0,#DIV/0!
406,0,0,#DIV/0!
407,0.2,0.871779789,4.358898944
408,30,40.04996879,1.33499896
409,23.55,44.40323749,1.885487792
410,62,53.98425696,0.870713822
411,0,0,#DIV/0!
412,2.65,2.650943228,1.000355935
413,16.65,35.11876279,2.109235002
414,64.6,72.22146495,1.117979334
415,17.8,24.06574329,1.35200805
416,1.2,1.833030278,1.527525232
417,1.9,1.946792233,1.024627491
418,1.4,1.907878403,1.362770288
419,11.15,30.71038098,2.754294258
420,21.75,31.73779293,1.45920887
421,4.8,6.7867518,1.413906625
422,0,0,#DIV/0!
423,66.15,50.16799278,0.758397472
424,1.6,1.959591794,1.224744871
425,9.55,13.40326453,1.403483197
426,18.6,46.99510613,2.526618609
427,20.4,29.45063667,1.44365866
428,8.55,13.39953357,1.567196909
429,0,0,#DIV/0!
430,17.95,26.12943742,1.455678965
431,15.3,28.73343001,1.878001961
432,1.4,1.907878403,1.362770288
433,10.05,19.04855638,1.895378744
434,0.2,0.871779789,4.358898944
435,0,0,#DIV/0!
436,0,0,#DIV/0!
437,0,0,#DIV/0!
438,19.55,29.66390905,1.517335501
439,0,0,#DIV/0!
440,0,0,#DIV/0!
441,0,0,#DIV/0!
442,13.6,24.18966722,1.778652001
443,0,0,#DIV/0!
444,0,0,#DIV/0!
445,27.1,32.73820398,1.208051807
446,35.75,31.54025206,0.882244813
447,19.6,23.78528957,1.213535182
448,14.25,27.93899604,1.960631301
449,0,0,#DIV/0!
450,31.25,51.14574762,1.636663924
451,0,0,#DIV/0!
452,0,0,#DIV/0!
453,20.4,30.53751791,1.496937152
454,0,0,#DIV/0!
455,0,0,#DIV/0!
456,16.8,28.84371682,1.716887906
457,7.8,17.55448661,2.250575206
458,6.95,13.15855235,1.893316885
459,61.6,58.7089431,0.953067258
460,14.1,34.91260517,2.476071289
461,18.4,18.18350901,0.988234185
462,0,0,#DIV/0!
463,62.75,55.39483279,0.88278618
464,31.3,52.14220939,1.665885284
465,64.15,64.1718591,1.00034075
466,30.5,45.24544176,1.483457107
467,0.35,1.52561463,4.358898944
468,59.55,45.09487221,0.757260659
469,67.1,47.66854309,0.710410478
470,0,0,#DIV/0!
471,0,0,#DIV/0!
472,0,0,#DIV/0!
473,22.25,35.04978602,1.575271282
474,0,0,#DIV/0!
475,0,0,#DIV/0!
476,0,0,#DIV/0!
477,16.65,31.54564154,1.894633125
478,41.3,31.72711774,0.768211083
479,61.1,34.12901991,0.558576431
480,23.4,31.35665799,1.340028119
481,13.9,24.80302401,1.784390216
482,13,30.23077902,2.32544454
483,0,0,#DIV/0!
484,20.05,30.80336832,1.536327597
485,18,21.49418526,1.194121403
486,45.85,36.58042509,0.797828246
487,77.35,54.35648535,0.702734135
488,0,0,#DIV/0!
489,54,46.71402359,0.865074511
490,22.1,34.00426444,1.538654499
491,14.95,22.66599876,1.516120319
492,49.2,38.41822484,0.780858228
493,70.85,58.02264644,0.81895055
494,29.45,49.62809184,1.685164409
495,22.85,25.70462021,1.124928674
496,0,0,#DIV/0!
497,0,0,#DIV/0!
498,0,0,#DIV/0!
499,28.5,40.79522031,1.431411239
500,16.95,17.94289553,1.058577907
501,25.15,36.38856276,1.446861342
502,0,0,#DIV/0!
503,80.9,51.00284306,0.630443054
504,16,32.21179908,2.013237443
505,0,0,#DIV/0!
506,25.65,34.8629818,1.359180577
507,18.1,33.1525263,1.831631287
508,0,0,#DIV/0!
509,98.6,71.74426806,0.727629494
510,17.25,31.95758908,1.85261386
511,32.45,49.26405891,1.518152817
