Cell ID,Timestep,Neighbor count of cell,Sum of neighbor counts of cell’s neighbors
21,72,2,54
22,72,0,5
23,72,0,0
24,72,1,76
1,73,1,73
2,73,0,55
3,73,0,22
4,73,0,38
5,73,1,117
6,73,0,2
7,73,4,105
8,73,0,58
9,73,2,115
10,73,0,35
11,73,0,22
12,73,1,71
13,73,5,106
14,73,0,63
15,73,0,32
16,73,1,62
17,73,0,0
18,73,1,62
19,73,0,16
20,73,0,0
21,73,2,51
22,73,0,3
23,73,0,0
24,73,1,81
1,74,1,47
2,74,0,56
3,74,0,20
4,74,0,24
5,74,2,57
6,74,0,0
7,74,3,98
8,74,1,87
9,74,1,64
10,74,0,27
11,74,0,41
12,74,2,88
13,74,3,69
14,74,1,45
15,74,0,32
16,74,0,55
17,74,0,0
18,74,1,63
19,74,0,16
20,74,0,0
21,74,2,68
22,74,0,6
23,74,0,0
24,74,1,91
1,75,2,67
2,75,0,49
3,75,0,19
4,75,0,24
5,75,0,90
6,75,0,0
7,75,4,119
8,75,1,34
9,75,0,46
10,75,0,35
11,75,0,25
12,75,1,34
13,75,3,87
14,75,0,55
15,75,0,32
16,75,0,18
17,75,0,0
18,75,2,96
19,75,0,19
20,75,0,0
21,75,3,71
22,75,0,6
23,75,0,0
24,75,3,109
1,76,1,52
2,76,0,53
3,76,0,18
4,76,0,30
5,76,1,68
6,76,0,0
7,76,1,108
8,76,0,33
9,76,0,43
10,76,0,49
11,76,0,21
12,76,0,21
13,76,2,67
14,76,0,76
15,76,0,32
16,76,0,8
17,76,0,0
18,76,2,79
19,76,0,16
20,76,0,0
21,76,2,81
22,76,0,9
23,76,0,0
24,76,2,89
1,77,0,48
2,77,1,57
3,77,0,19
4,77,0,37
5,77,1,50
6,77,0,0
7,77,3,115
8,77,0,35
9,77,0,38
10,77,0,59
11,77,0,17
12,77,0,24
13,77,2,60
14,77,1,83
15,77,0,32
16,77,0,10
17,77,0,0
18,77,1,92
19,77,0,16
20,77,0,0
21,77,2,87
22,77,0,11
23,77,0,0
24,77,3,97
1,78,0,26
2,78,1,58
3,78,0,19
4,78,0,47
5,78,0,57
6,78,0,0
7,78,3,110
8,78,0,37
9,78,0,21
10,78,2,61
11,78,0,20
12,78,0,27
13,78,3,63
14,78,2,71
15,78,0,32
16,78,0,10
17,78,0,0
18,78,0,51
19,78,0,16
20,78,0,0
21,78,2,67
22,78,0,16
23,78,0,0
24,78,2,108
1,79,0,21
2,79,1,62
3,79,0,22
4,79,0,64
5,79,0,66
6,79,0,0
7,79,5,147
8,79,0,39
9,79,0,26
10,79,2,79
11,79,0,21
12,79,0,37
13,79,3,80
14,79,2,81
15,79,0,32
16,79,0,12
17,79,0,0
18,79,0,58
19,79,0,16
20,79,0,2
21,79,2,68
22,79,0,18
23,79,0,0
24,79,3,127
1,80,0,29
2,80,0,67
3,80,0,22
4,80,0,63
5,80,0,68
6,80,0,0
7,80,0,113
8,80,0,43
9,80,0,26
10,80,3,73
11,80,0,23
12,80,0,41
13,80,3,75
14,80,1,59
15,80,0,38
16,80,0,13
17,80,0,0
18,80,0,45
19,80,0,16
20,80,0,3
21,80,2,87
22,80,0,17
23,80,0,0
24,80,3,101
1,81,0,28
2,81,0,91
3,81,0,24
4,81,0,78
5,81,0,58
6,81,0,0
7,81,3,167
8,81,0,53
9,81,0,28
10,81,2,84
11,81,0,29
12,81,0,48
13,81,4,90
14,81,2,74
15,81,0,45
16,81,0,22
17,81,0,0
18,81,0,54
19,81,0,19
20,81,0,3
21,81,2,47
22,81,0,19
23,81,0,0
24,81,5,119
1,82,0,25
2,82,2,69
3,82,0,26
4,82,0,90
5,82,0,62
6,82,0,0
7,82,3,128
8,82,0,55
9,82,0,29
10,82,3,99
11,82,0,45
12,82,1,48
13,82,4,103
14,82,2,60
15,82,0,55
16,82,0,23
17,82,0,0
18,82,0,58
19,82,0,21
20,82,0,0
21,82,3,61
22,82,0,32
23,82,0,0
24,82,3,135
1,83,0,28
2,83,4,73
3,83,0,25
4,83,0,117
5,83,0,81
6,83,0,2
7,83,2,119
8,83,0,76
9,83,0,35
10,83,4,105
11,83,0,33
12,83,0,40
13,83,4,59
14,83,2,77
15,83,1,60
16,83,0,16
17,83,0,0
18,83,0,76
19,83,0,29
20,83,0,0
21,83,3,87
22,83,0,33
23,83,0,0
24,83,4,135
1,84,0,38
2,84,4,95
3,84,0,26
4,84,1,80
5,84,0,55
6,84,0,6
7,84,4,113
8,84,1,44
9,84,0,37
10,84,3,125
11,84,0,34
12,84,0,22
13,84,4,83
14,84,2,64
15,84,2,63
16,84,0,8
17,84,0,0
18,84,1,66
19,84,0,37
20,84,0,0
21,84,2,60
22,84,0,41
23,84,0,0
24,84,0,112
1,85,0,39
2,85,2,60
3,85,0,30
4,85,0,57
5,85,0,78
6,85,0,9
7,85,2,86
8,85,0,49
9,85,1,50
10,85,6,128
11,85,0,21
12,85,0,6
13,85,3,100
14,85,2,56
15,85,2,62
16,85,0,0
17,85,0,0
18,85,0,86
19,85,0,39
20,85,0,0
21,85,1,56
22,85,0,35
23,85,0,0
24,85,1,83
1,86,0,51
2,86,1,59
3,86,0,30
4,86,0,64
5,86,0,78
6,86,0,16
7,86,1,54
8,86,0,43
9,86,2,44
10,86,1,110
11,86,0,11
12,86,0,9
13,86,4,108
14,86,1,73
15,86,2,64
16,86,0,0
17,86,0,0
18,86,1,97
19,86,0,42
20,86,0,0
21,86,1,77
22,86,1,44
23,86,0,0
24,86,0,66
1,87,0,40
2,87,1,36
3,87,0,35
4,87,0,69
5,87,1,54
6,87,0,15
7,87,1,37
8,87,0,51
9,87,2,65
10,87,4,146
11,87,0,6
12,87,0,17
13,87,2,91
14,87,3,55
15,87,2,90
16,87,0,3
17,87,0,0
18,87,1,97
19,87,0,56
20,87,0,0
21,87,0,65
22,87,2,48
23,87,0,0
24,87,0,52
1,88,0,42
2,88,0,39
3,88,0,42
4,88,0,92
5,88,0,55
6,88,0,18
7,88,1,40
8,88,0,65
9,88,1,46
10,88,3,92
11,88,0,0
12,88,0,27
13,88,3,88
14,88,2,61
15,88,3,71
16,88,0,9
17,88,0,0
18,88,1,73
19,88,0,47
20,88,0,0
21,88,0,78
22,88,2,70
23,88,0,0
24,88,0,53
1,89,0,60
2,89,1,39
3,89,0,51
4,89,1,83
5,89,1,48
6,89,0,26
7,89,1,42
8,89,1,70
9,89,0,67
10,89,2,128
11,89,0,0
12,89,0,19
13,89,3,90
14,89,3,68
15,89,3,101
16,89,0,11
17,89,0,0
18,89,0,94
19,89,1,67
20,89,0,1
21,89,1,83
22,89,3,54
23,89,0,0
24,89,1,49
1,90,0,57
2,90,0,42
3,90,0,65
4,90,0,54
5,90,0,63
6,90,0,29
7,90,1,33
8,90,2,86
9,90,1,42
10,90,2,104
11,90,0,0
12,90,0,14
13,90,3,85
14,90,3,66
15,90,2,75
16,90,0,3
17,90,0,0
18,90,1,51
19,90,2,54
20,90,0,1
21,90,2,113
22,90,2,67
23,90,0,0
24,90,1,53
1,91,1,70
2,91,1,37
3,91,0,55
4,91,0,57
5,91,1,42
6,91,0,42
7,91,0,39
8,91,2,83
9,91,2,68
10,91,3,113
11,91,0,0
12,91,0,14
13,91,5,113
14,91,3,90
15,91,5,103
16,91,0,5
17,91,0,0
18,91,0,43
19,91,3,82
20,91,0,0
21,91,2,40
22,91,3,76
23,91,0,0
24,91,2,57
1,92,2,61
2,92,0,40
3,92,0,49
4,92,0,61
5,92,1,52
6,92,0,45
7,92,0,16
8,92,2,122
9,92,2,61
10,92,3,102
11,92,0,0
12,92,0,10
13,92,2,78
14,92,3,84
15,92,3,87
16,92,0,9
17,92,0,0
18,92,0,47
19,92,1,68
20,92,0,0
21,92,0,43
22,92,3,104
23,92,0,0
24,92,2,30
1,93,4,104
2,93,1,42
3,93,0,57
4,93,0,69
5,93,1,45
6,93,1,52
7,93,0,0
8,93,1,75
9,93,3,101
10,93,3,115
11,93,0,0
12,93,0,11
13,93,2,78
14,93,5,83
15,93,4,105
16,93,0,7
17,93,0,0
18,93,1,55
19,93,3,80
20,93,0,0
21,93,0,30
22,93,3,126
23,93,0,0
24,93,0,8
1,94,1,51
2,94,0,49
3,94,0,50
4,94,2,99
5,94,1,67
6,94,1,33
7,94,0,1
8,94,0,47
9,94,1,60
10,94,2,102
11,94,0,0
12,94,0,16
13,94,4,107
14,94,4,86
15,94,4,98
16,94,0,11
17,94,0,0
18,94,1,56
19,94,1,75
20,94,0,0
21,94,0,19
22,94,2,95
23,94,0,0
24,94,0,8
1,95,0,44
2,95,1,44
3,95,1,49
4,95,1,55
5,95,1,67
6,95,0,43
7,95,0,7
8,95,0,37
9,95,3,67
10,95,5,81
11,95,0,0
12,95,0,14
13,95,2,88
14,95,5,104
15,95,4,94
16,95,0,17
17,95,0,0
18,95,2,75
19,95,0,76
20,95,0,0
21,95,0,21
22,95,4,112
23,95,0,0
24,95,0,11
1,96,0,43
2,96,0,45
3,96,0,53
4,96,0,70
5,96,1,66
6,96,0,48
7,96,0,11
8,96,0,23
9,96,3,64
10,96,3,69
11,96,0,0
12,96,0,15
13,96,5,100
14,96,4,114
15,96,2,100
16,96,0,21
17,96,0,0
18,96,2,64
19,96,2,70
20,96,0,0
21,96,0,23
22,96,2,77
23,96,0,0
24,96,0,9
1,97,0,64
2,97,1,42
3,97,0,45
4,97,1,88
5,97,1,68
6,97,1,65
7,97,0,14
8,97,0,23
9,97,4,97
10,97,3,71
11,97,0,0
12,97,0,16
13,97,3,105
14,97,4,139
15,97,2,78
16,97,0,31
17,97,0,0
18,97,1,73
19,97,1,60
20,97,0,0
21,97,0,26
22,97,2,96
23,97,0,0
24,97,0,12
1,98,0,68
2,98,0,48
3,98,0,41
4,98,0,98
5,98,1,68
6,98,2,67
7,98,0,16
8,98,0,16
9,98,5,91
10,98,3,69
11,98,0,0
12,98,0,20
13,98,3,115
14,98,3,149
15,98,2,94
16,98,0,39
17,98,0,0
18,98,1,45
19,98,1,77
20,98,0,0
21,98,0,28
22,98,2,92
23,98,0,0
24,98,0,14
1,99,0,67
2,99,1,52
3,99,0,36
4,99,1,100
5,99,0,79
6,99,3,89
7,99,0,14
8,99,0,20
9,99,3,86
10,99,7,108
11,99,0,0
12,99,0,40
13,99,3,126
14,99,1,153
15,99,2,66
16,99,0,56
17,99,0,0
18,99,2,62
19,99,1,49
20,99,0,0
21,99,0,24
22,99,1,96
23,99,0,0
24,99,0,12
1,100,0,74
2,100,0,57
3,100,0,43
4,100,0,94
5,100,0,73
6,100,2,62
7,100,0,12
8,100,0,20
9,100,4,92
10,100,2,59
11,100,0,0
12,100,0,28
13,100,2,114
14,100,1,125
15,100,0,59
16,100,0,48
17,100,0,0
18,100,2,61
19,100,0,34
20,100,0,0
21,100,0,20
22,100,2,111
23,100,0,0
24,100,0,9
1,101,1,65
2,101,1,56
3,101,0,57
4,101,3,113
5,101,0,74
6,101,5,112
7,101,0,13
8,101,0,17
9,101,3,82
10,101,0,37
11,101,0,0
12,101,0,31
13,101,5,142
14,101,4,167
15,101,0,70
16,101,0,58
17,101,0,0
18,101,2,99
19,101,0,35
20,101,0,0
21,101,0,15
22,101,2,89
23,101,0,0
24,101,0,9
1,102,2,91
2,102,0,64
3,102,0,50
4,102,0,95
5,102,0,82
6,102,2,68
7,102,0,16
8,102,0,16
9,102,3,98
10,102,0,33
11,102,0,0
12,102,0,33
13,102,2,90
14,102,2,107
15,102,1,97
16,102,0,50
17,102,0,0
18,102,3,71
19,102,0,56
20,102,0,0
21,102,0,21
22,102,2,133
23,102,0,0
24,102,0,12
1,103,3,64
2,103,1,70
3,103,0,75
4,103,2,100
5,103,0,110
6,103,1,50
7,103,0,17
8,103,0,16
9,103,3,75
10,103,0,34
11,103,0,0
12,103,0,34
13,103,4,142
14,103,1,159
15,103,1,55
16,103,0,48
17,103,0,0
18,103,3,110
19,103,0,32
20,103,0,1
21,103,0,19
22,103,3,85
23,103,0,1
24,103,0,12
1,104,3,77
2,104,0,92
3,104,1,57
4,104,2,122
5,104,1,80
6,104,0,37
7,104,0,19
8,104,0,18
9,104,5,80
10,104,0,53
11,104,0,0
12,104,0,49
13,104,2,139
14,104,3,116
15,104,0,69
16,104,0,56
17,104,0,0
18,104,1,64
19,104,0,34
20,104,0,1
21,104,0,14
22,104,5,150
23,104,0,0
24,104,0,14
1,105,1,50
2,105,2,89
3,105,1,101
4,105,5,99
5,105,2,101
6,105,0,27
7,105,0,21
8,105,0,18
9,105,4,78
10,105,1,45
11,105,0,0
12,105,0,37
13,105,2,101
14,105,5,120
15,105,1,62
16,105,0,48
17,105,0,0
18,105,2,63
19,105,0,41
20,105,0,4
21,105,0,12
22,105,2,103
23,105,0,0
24,105,0,15
1,106,3,67
2,106,2,79
3,106,2,74
4,106,3,107
5,106,3,93
6,106,0,32
7,106,0,29
8,106,0,19
9,106,5,108
10,106,1,77
11,106,0,0
12,106,0,45
13,106,2,115
14,106,0,83
15,106,3,87
16,106,0,60
17,106,0,0
18,106,1,46
19,106,0,63
20,106,0,4
21,106,0,12
22,106,1,37
23,106,0,0
24,106,0,20
1,107,2,43
2,107,3,119
3,107,3,113
4,107,3,104
5,107,3,123
6,107,0,33
7,107,0,43
8,107,0,19
9,107,5,93
10,107,2,51
11,107,0,0
12,107,1,51
13,107,3,132
14,107,2,96
15,107,2,100
16,107,0,63
17,107,0,0
18,107,1,47
19,107,1,67
20,107,0,10
21,107,0,7
22,107,0,22
23,107,0,0
24,107,0,27
1,108,3,49
2,108,3,93
3,108,2,89
4,108,4,93
5,108,1,71
6,108,0,35
7,108,1,43
8,108,0,19
9,108,5,122
10,108,3,78
11,108,0,0
12,108,1,46
13,108,4,128
14,108,1,53
15,108,3,103
16,108,0,61
17,108,0,1
18,108,0,44
19,108,1,81
20,108,0,10
21,108,0,7
22,108,0,32
23,108,0,0
24,108,0,33
1,109,5,80
2,109,5,141
3,109,2,127
4,109,5,104
5,109,1,46
6,109,0,53
7,109,1,30
8,109,0,19
9,109,5,131
10,109,2,93
11,109,0,0
12,109,0,60
13,109,3,106
14,109,0,41
15,109,1,86
16,109,0,69
17,109,0,1
18,109,0,64
19,109,1,58
20,109,0,11
21,109,0,10
22,109,0,29
23,109,0,0
24,109,0,29
1,110,3,53
2,110,0,104
3,110,3,126
4,110,5,105
5,110,0,30
6,110,0,32
7,110,1,36
8,110,0,21
9,110,3,100
10,110,2,80
11,110,0,0
12,110,1,71
13,110,4,143
14,110,1,45
15,110,2,73
16,110,0,87
17,110,0,2
18,110,0,62
19,110,0,61
20,110,0,8
21,110,0,22
22,110,0,45
23,110,0,0
24,110,0,35
1,111,2,65
2,111,3,135
3,111,5,169
4,111,5,101
5,111,0,25
6,111,0,37
7,111,1,37
8,111,0,23
9,111,4,149
10,111,2,97
11,111,0,0
12,111,2,84
13,111,3,89
14,111,1,35
15,111,2,104
16,111,2,99
17,111,0,3
18,111,0,81
19,111,0,82
20,111,0,9
21,111,0,14
22,111,0,37
23,111,0,0
24,111,0,35
1,112,5,88
2,112,3,157
3,112,1,64
4,112,6,135
5,112,0,24
6,112,0,41
7,112,1,40
8,112,0,29
9,112,2,101
10,112,3,93
11,112,0,0
12,112,2,90
13,112,3,147
14,112,1,40
15,112,2,72
16,112,4,102
17,112,0,4
18,112,2,95
19,112,1,60
20,112,0,10
21,112,0,6
22,112,0,58
23,112,0,1
24,112,0,38
1,113,3,66
2,113,2,107
3,113,0,59
4,113,3,119
5,113,0,34
6,113,0,59
7,113,1,38
8,113,0,32
9,113,4,113
10,113,4,109
11,113,0,0
12,113,2,114
13,113,1,84
14,113,1,52
15,113,2,82
16,113,3,135
17,113,0,3
18,113,3,104
19,113,2,71
20,113,0,17
21,113,0,8
22,113,0,49
23,113,0,1
24,113,0,37
1,114,5,84
2,114,4,148
3,114,0,49
4,114,2,106
5,114,0,28
6,114,0,77
7,114,1,46
8,114,0,32
9,114,2,86
10,114,2,83
11,114,0,0
12,114,3,91
13,114,2,106
14,114,1,38
15,114,1,70
16,114,3,115
17,114,0,1
18,114,2,151
19,114,2,62
20,114,0,20
21,114,0,3
22,114,0,32
23,114,0,1
24,114,0,41
1,115,2,43
2,115,3,114
3,115,0,43
4,115,3,105
5,115,0,27
6,115,0,63
7,115,1,40
8,115,0,38
9,115,1,88
10,115,1,42
11,115,0,0
12,115,4,110
13,115,1,94
14,115,1,52
15,115,0,50
16,115,4,113
17,115,0,0
18,115,3,106
19,115,0,47
20,115,0,25
21,115,0,9
22,115,0,33
23,115,0,0
24,115,0,38
1,116,0,26
2,116,3,99
3,116,0,35
4,116,3,105
5,116,0,34
6,116,0,70
7,116,1,47
8,116,0,50
9,116,2,107
10,116,0,33
11,116,0,0
12,116,1,64
13,116,2,113
14,116,2,54
15,116,0,38
16,116,2,83
17,116,0,0
18,116,3,141
19,116,0,31
20,116,0,46
21,116,0,22
22,116,0,26
23,116,0,0
24,116,0,44
1,117,0,24
2,117,3,96
3,117,0,34
4,117,5,168
5,117,0,30
6,117,0,45
7,117,1,47
8,117,0,42
9,117,1,105
10,117,0,12
11,117,0,0
12,117,0,71
13,117,2,96
14,117,2,65
15,117,0,40
16,117,3,91
17,117,0,0
18,117,2,94
19,117,0,32
20,117,0,34
21,117,0,13
22,117,0,27
23,117,0,0
24,117,0,44
1,118,0,29
2,118,2,71
3,118,0,34
4,118,1,86
5,118,0,29
6,118,0,59
7,118,1,50
8,118,0,42
9,118,2,136
10,118,0,11
11,118,0,0
12,118,1,78
13,118,1,124
14,118,3,77
15,118,0,51
16,118,2,89
17,118,0,0
18,118,2,105
19,118,0,38
20,118,0,64
21,118,0,8
22,118,0,34
23,118,0,0
24,118,0,49
1,119,0,34
2,119,3,83
3,119,0,29
4,119,0,87
5,119,0,30
6,119,0,72
7,119,1,63
8,119,0,50
9,119,4,138
10,119,0,10
11,119,0,0
12,119,2,97
13,119,1,108
14,119,2,71
15,119,1,68
16,119,5,127
17,119,0,0
18,119,4,92
19,119,0,57
20,119,1,45
21,119,0,12
22,119,0,29
23,119,0,0
24,119,1,54
1,120,0,39
2,120,3,94
3,120,0,30
4,120,2,109
5,120,0,42
6,120,1,87
7,120,2,70
8,120,0,61
9,120,0,87
10,120,0,18
11,120,0,0
12,120,2,67
13,120,3,99
14,120,3,79
15,120,2,83
16,120,3,91
17,120,0,0
18,120,2,66
19,120,0,68
20,120,1,46
21,120,0,10
22,120,0,20
23,120,0,0
24,120,3,58
1,121,0,51
2,121,2,105
3,121,0,35
4,121,3,112
5,121,0,55
6,121,2,84
7,121,2,77
8,121,0,57
9,121,0,140
10,121,0,20
11,121,0,0
12,121,3,96
13,121,4,120
14,121,6,107
15,121,2,57
16,121,4,130
17,121,0,1
18,121,3,66
19,121,0,50
20,121,1,70
21,121,0,12
22,121,0,14
23,121,0,0
24,121,2,68
1,122,2,68
2,122,3,86
3,122,0,43
4,122,5,150
5,122,0,71
6,122,2,87
7,122,2,104
8,122,1,66
9,122,2,89
10,122,0,27
11,122,0,0
12,122,3,77
13,122,2,95
14,122,2,67
15,122,1,61
16,122,4,98
17,122,0,0
18,122,2,60
19,122,0,43
20,122,1,40
21,122,0,15
22,122,0,6
23,122,0,0
24,122,2,84
1,123,1,42
2,123,3,91
3,123,0,50
4,123,2,82
5,123,1,59
6,123,4,100
7,123,3,70
8,123,2,81
9,123,4,112
10,123,0,26
11,123,0,0
12,123,4,101
13,123,1,54
14,123,0,42
15,123,3,51
16,123,4,128
17,123,0,1
18,123,2,72
19,123,0,33
20,123,0,42
21,123,0,14
22,123,0,0
23,123,0,0
24,123,2,67
1,124,0,52
2,124,4,122
3,124,0,52
4,124,2,95
5,124,1,62
6,124,0,85
7,124,2,92
8,124,3,114
9,124,1,67
10,124,0,46
11,124,0,0
12,124,3,80
13,124,0,53
14,124,0,43
15,124,1,63
16,124,3,92
17,124,0,0
18,124,2,84
19,124,1,34
20,124,0,43
21,124,0,20
22,124,0,0
23,124,0,0
24,124,2,91
1,125,0,40
2,125,2,98
3,125,0,56
4,125,3,81
5,125,2,76
6,125,1,95
7,125,2,83
8,125,3,77
9,125,1,52
10,125,1,35
11,125,0,0
12,125,4,73
13,125,0,49
14,125,0,30
15,125,3,68
16,125,2,85
17,125,0,1
18,125,2,67
19,125,0,46
20,125,1,63
21,125,0,26
22,125,0,0
23,125,0,0
24,125,2,69
1,126,0,40
2,126,1,108
3,126,0,74
4,126,4,96
5,126,2,73
6,126,2,60
7,126,2,94
8,126,4,99
9,126,0,37
10,126,1,41
11,126,0,0
12,126,5,68
13,126,0,62
14,126,1,30
15,126,2,62
16,126,1,75
17,126,0,0
18,126,3,98
19,126,1,42
20,126,1,32
21,126,0,32
22,126,0,0
23,126,0,0
24,126,3,85
1,127,0,44
2,127,2,98
3,127,0,78
4,127,3,90
5,127,2,72
6,127,2,67
7,127,4,134
8,127,2,102
9,127,0,42
10,127,2,46
11,127,0,0
12,127,7,106
13,127,0,60
14,127,0,30
15,127,2,78
16,127,4,112
17,127,0,1
18,127,3,69
19,127,1,52
20,127,0,16
21,127,0,38
22,127,0,0
23,127,0,0
24,127,5,116
1,128,0,36
2,128,0,75
3,128,0,103
4,128,2,99
5,128,2,79
6,128,1,55
7,128,1,72
8,128,2,138
9,128,0,39
10,128,2,44
11,128,0,0
12,128,2,71
13,128,0,64
14,128,0,40
15,128,2,70
16,128,2,71
17,128,0,0
18,128,4,79
19,128,1,45
20,128,0,22
21,128,1,52
22,128,0,0
23,128,0,0
24,128,2,64
1,129,0,42
2,129,0,61
3,129,0,80
4,129,4,112
5,129,4,106
6,129,1,61
7,129,0,56
8,129,2,79
9,129,0,37
10,129,2,33
11,129,0,0
12,129,4,85
13,129,0,56
14,129,1,40
15,129,2,75
16,129,2,87
17,129,0,1
18,129,4,68
19,129,1,48
20,129,0,30
21,129,1,38
22,129,0,0
23,129,0,0
24,129,0,42
1,130,0,27
2,130,0,71
3,130,0,69
4,130,4,114
5,130,1,74
6,130,1,77
7,130,0,42
8,130,3,62
9,130,0,32
10,130,2,27
11,130,0,0
12,130,1,47
13,130,0,52
14,130,1,42
15,130,3,93
16,130,1,46
17,130,0,0
18,130,4,92
19,130,1,65
20,130,0,53
21,130,0,66
22,130,0,0
23,130,0,0
24,130,0,40
1,131,0,12
2,131,0,99
3,131,0,84
4,131,5,112
5,131,2,76
6,131,2,61
7,131,0,59
8,131,3,85
9,131,0,37
10,131,2,22
11,131,0,2
12,131,0,32
13,131,0,57
14,131,1,42
15,131,2,68
16,131,0,36
17,131,0,1
18,131,4,65
19,131,2,53
20,131,0,24
21,131,0,29
22,131,0,0
23,131,0,0
24,131,0,47
1,132,0,13
2,132,1,70
3,132,0,101
4,132,5,115
5,132,1,57
6,132,2,76
7,132,1,42
8,132,5,97
9,132,0,39
10,132,2,30
11,132,0,3
12,132,0,18
13,132,0,56
14,132,1,44
15,132,5,89
16,132,0,26
17,132,0,0
18,132,3,73
19,132,3,76
20,132,0,16
21,132,0,8
22,132,0,0
23,132,0,0
24,132,0,47
1,133,0,15
2,133,0,57
3,133,2,104
4,133,4,135
5,133,1,61
6,133,1,85
7,133,1,55
8,133,3,85
9,133,0,35
10,133,2,30
11,133,0,3
12,133,0,19
13,133,0,82
14,133,1,48
15,133,1,62
16,133,0,27
17,133,0,1
18,133,1,65
19,133,1,49
20,133,0,13
21,133,0,0
22,133,0,0
23,133,0,0
24,133,0,53
1,134,0,18
2,134,0,63
3,134,4,131
4,134,4,150
5,134,1,59
6,134,2,67
7,134,2,41
8,134,4,105
9,134,0,27
10,134,2,30
11,134,0,2
12,134,0,18
13,134,0,81
14,134,1,65
15,134,1,70
16,134,0,27
17,134,0,0
18,134,3,83
19,134,1,58
20,134,0,0
21,134,0,0
22,134,0,0
23,134,0,0
24,134,0,52
1,135,0,16
2,135,0,56
3,135,1,108
4,135,2,132
5,135,1,58
6,135,1,50
7,135,2,44
8,135,3,52
9,135,0,24
10,135,2,30
11,135,0,5
12,135,0,19
13,135,0,71
14,135,2,59
15,135,0,71
16,135,0,29
17,135,0,1
18,135,2,67
19,135,1,54
20,135,0,0
21,135,0,0
22,135,0,0
23,135,0,0
24,135,0,53
1,136,0,13
2,136,0,45
3,136,0,116
4,136,3,100
5,136,1,78
6,136,0,34
7,136,2,51
8,136,0,47
9,136,0,21
10,136,2,30
11,136,0,3
12,136,0,18
13,136,0,107
14,136,3,73
15,136,0,83
16,136,0,29
17,136,0,0
18,136,3,77
19,136,1,64
20,136,0,0
21,136,0,0
22,136,0,0
23,136,0,0
24,136,0,58
1,137,0,13
2,137,0,43
3,137,0,121
4,137,5,137
5,137,1,77
6,137,0,48
7,137,2,54
8,137,0,50
9,137,0,21
10,137,2,30
11,137,0,0
12,137,0,18
13,137,1,81
14,137,2,68
15,137,2,101
16,137,0,27
17,137,0,1
18,137,5,125
19,137,1,79
20,137,0,3
21,137,0,0
22,137,0,0
23,137,0,0
24,137,0,57
1,138,0,13
2,138,0,40
3,138,0,122
4,138,2,98
5,138,1,93
6,138,0,16
7,138,2,62
8,138,0,63
9,138,0,21
10,138,2,30
11,138,0,0
12,138,0,21
13,138,0,99
14,138,4,109
15,138,4,105
16,138,0,26
17,138,0,0
18,138,3,71
19,138,2,88
20,138,0,6
21,138,0,0
22,138,0,0
23,138,0,0
24,138,0,63
1,139,0,13
2,139,0,34
3,139,1,135
4,139,4,133
5,139,1,91
6,139,0,3
7,139,2,77
8,139,1,74
9,139,0,21
10,139,2,30
11,139,0,0
12,139,0,19
13,139,1,105
14,139,1,48
15,139,7,159
16,139,0,26
17,139,0,1
18,139,4,120
19,139,4,138
20,139,0,0
21,139,0,0
22,139,0,0
23,139,0,0
24,139,0,67
1,140,0,13
2,140,0,39
3,140,1,125
4,140,3,113
5,140,2,106
6,140,0,2
7,140,3,69
8,140,1,80
9,140,0,21
10,140,2,30
11,140,0,0
12,140,0,16
13,140,2,64
14,140,0,55
15,140,1,76
16,140,0,26
17,140,0,0
18,140,1,59
19,140,1,52
20,140,0,0
21,140,0,0
22,140,0,0
23,140,0,0
24,140,0,62
1,141,0,13
2,141,0,39
3,141,3,125
4,141,1,132
5,141,2,78
6,141,0,5
7,141,4,114
8,141,0,46
9,141,0,21
10,141,2,30
11,141,0,0
12,141,0,16
13,141,2,92
14,141,0,58
15,141,1,84
16,141,0,26
17,141,0,1
18,141,1,48
19,141,0,54
20,141,0,3
21,141,0,0
22,141,0,0
23,141,0,0
24,141,3,107
1,142,0,13
2,142,0,48
3,142,4,139
4,142,2,87
5,142,1,95
6,142,0,5
7,142,3,69
8,142,0,55
9,142,0,21
10,142,2,30
11,142,0,0
12,142,0,16
13,142,1,50
14,142,0,64
15,142,2,65
16,142,0,26
17,142,0,0
18,142,0,30
19,142,0,50
20,142,0,3
21,142,0,0
22,142,0,1
23,142,0,0
24,142,2,57
1,143,0,13
2,143,0,49
3,143,2,119
4,143,2,87
5,143,2,88
6,143,0,3
7,143,2,86
8,143,0,26
9,143,0,21
10,143,2,30
11,143,0,0
12,143,0,16
13,143,0,42
14,143,0,82
15,143,3,75
16,143,0,26
17,143,0,1
18,143,0,19
19,143,1,60
20,143,0,6
21,143,0,0
22,143,0,3
23,143,0,0
24,143,4,92
1,144,0,13
2,144,0,59
3,144,2,60
4,144,1,86
5,144,2,125
6,144,0,3
7,144,4,97
8,144,0,21
9,144,0,21
10,144,2,30
11,144,0,0
12,144,0,19
13,144,0,42
14,144,2,90
15,144,1,55
16,144,0,26
17,144,0,0
18,144,0,20
19,144,2,46
20,144,0,6
21,144,0,0
22,144,0,2
23,144,0,0
24,144,3,90
1,145,0,13
2,145,0,79
3,145,0,32
4,145,1,71
5,145,2,77
6,145,0,3
7,145,1,69
8,145,0,5
9,145,0,21
10,145,2,32
11,145,0,0
12,145,0,19
