Combination,Noise Level,Mean,Std Dev,CV
228,0.99,3.7,10.227903010881557,2.7642980363383116
229,0.99,8.05,26.12369613971193,3.2451796043719217
230,0.99,6.9,21.92008211663451,3.176823449123502
231,0.99,12.25,24.416951079117148,1.9932204799832736
232,0.99,7.55,16.96312176458095,2.2467710648879264
233,0.99,11.7,30.308579643394705,2.5904768704570102
234,0.99,5.4,22.417403953178876,4.151371025563291
235,0.99,10.25,24.159625411003375,2.357036602468265
236,0.99,0.1,0.4358898943540673,4.358894584646087
237,0.99,4.8,11.994165248152953,2.498784374640524
238,0.99,1.75,7.628073151196179,4.358898694460748
239,0.99,6.15,18.089430615693797,2.941370783992962
240,0.99,4.6,20.050935140287102,4.358898848782004
241,0.99,5.0,15.472556349873152,3.094511208084406
242,0.99,6.7,23.9188210411801,3.56997323644519
243,0.99,0.0,0.0,0.0
244,0.99,8.25,23.095183480544165,2.799416145527582
245,0.99,6.5,28.33284313301438,4.358898876480691
246,0.99,6.05,20.857792308871048,3.44756891968829
247,0.99,2.55,8.61089426250259,3.3768211469884224
248,0.99,0.0,0.0,0.0
249,0.99,4.4,16.07295865732255,3.652945066370009
250,0.99,4.95,12.29827223637532,2.484499391500077
251,0.99,6.55,19.832990193110067,3.027937387834554
252,0.99,11.35,28.381816361889175,2.5006005384871473
253,0.99,0.0,0.0,0.0
254,0.99,16.9,36.053987296830286,2.1333720167747385
255,0.99,8.65,27.470484160276463,3.1757784789246957
256,0.99,0.0,0.0,0.0
257,0.99,0.0,0.0,0.0
258,0.99,5.4,23.538054295119633,4.358898862820323
259,0.99,9.35,26.525977833060182,2.8370029464556032
260,0.99,0.0,0.0,0.0
261,0.99,2.3,10.02546757014355,4.358898754023337
262,0.99,0.0,0.0,0.0
263,0.99,10.15,21.631631931040243,2.1311952431448984
264,0.99,0.0,0.0,0.0
265,0.99,1.1,4.794788837894741,4.358898547277168
266,0.99,0.0,0.0,0.0
267,0.99,1.8,5.96322060635023,3.3129001528112303
268,0.99,0.0,0.0,0.0
269,0.99,9.45,27.62150430371235,2.9229104773990797
270,0.99,3.6,10.96540012949824,3.0459443958066115
271,0.99,6.0,23.5457002444183,3.9242833086649944
272,0.99,3.55,12.4678586774153,3.5120727679459223
273,0.99,0.3,1.3076696830622023,4.3588974905748445
274,0.99,2.8,8.405950273467003,3.002124990448037
275,0.99,0.0,0.0,0.0
276,0.99,0.0,0.0,0.0
277,0.99,2.25,9.807522622966516,4.358898749811841
278,0.99,2.3,10.02546757014355,4.358898754023337
279,0.99,0.0,0.0,0.0
280,0.99,7.4,22.918115105741137,3.097042540004984
281,0.99,2.95,12.858751883444985,4.358898795781392
282,0.99,4.9,21.358604823349303,4.358898854583554
283,0.99,2.2,9.58957767578948,4.358898745408911
284,0.99,1.2,4.226109321823087,3.5217574747061167
285,0.99,1.2,5.230678732248809,4.358898580299126
286,0.99,2.55,7.729650703621736,3.0312354511757618
287,0.99,7.4,27.816182340501005,3.7589435087306287
288,0.99,1.65,7.192183256842113,4.358898679364997
289,0.99,1.8,5.8360945845659495,3.242274589076939
290,0.99,7.3,20.10994778710278,2.7547873303594583
291,0.99,6.9,21.0449518887547,3.0499929831529564
292,0.99,4.05,17.65354072133973,4.358898835913543
293,0.99,0.8,2.5806975801127874,3.225871571907038
294,0.99,1.4,6.102458520956944,4.358898632190772
295,0.99,12.75,23.805199011980555,1.8670744176684795
296,0.99,0.0,0.0,0.0
297,0.99,6.35,15.123739616906924,2.38169124074611
298,0.99,1.85,8.063963045550244,4.358898707924525
299,0.99,4.55,19.832990193110067,4.358898847740699
300,0.99,1.55,6.756293362488044,4.358898662321405
301,0.99,7.3,21.619666972458205,2.9615981748353954
302,0.99,11.5,25.338705570727168,2.203365682642661
303,0.99,4.65,16.608055274474495,3.5716247134004346
304,0.99,0.0,0.0,0.0
305,0.99,2.5,7.736278174936576,3.0945111461941845
306,0.99,1.25,5.448623679425842,4.358898594828786
307,0.99,4.7,16.165085833363214,3.439379891367069
308,0.99,1.75,7.628073151196179,4.358898694460748
309,0.99,4.65,14.269810790616672,3.0687764481159197
310,0.99,0.0,0.0,0.0
311,0.99,4.85,17.11512488999131,3.528891657134463
312,0.99,13.1,38.00776236507485,2.9013558835831503
313,0.99,8.15,19.535288582460204,2.396967894817597
314,0.99,0.0,0.0,0.0
315,0.99,1.4,6.102458520956944,4.358898632190772
316,0.99,1.5,5.324471804789654,3.549647633216594
317,0.99,2.55,11.11519230602872,4.358898772603468
318,0.99,4.4,13.3843191832831,3.0418906543395527
319,0.99,4.5,19.615045245933032,4.358898846676254
320,0.99,2.85,9.855328507969686,3.458009881462701
321,0.99,0.0,0.0,0.0
322,0.99,0.0,0.0,0.0
323,0.99,9.4,24.05701560875746,2.5592569524289113
324,0.99,2.3,10.02546757014355,4.358898754023337
325,0.99,0.0,0.0,0.0
326,0.99,0.85,3.7050641020095725,4.358898430729094
327,0.99,18.15,44.74513940083325,2.4652969231021244
328,0.99,0.0,0.0,0.0
329,0.99,1.6,4.841487374764082,3.025929420106962
330,0.99,1.4,6.102458520956944,4.358898632190772
331,0.99,0.0,0.0,0.0
332,0.99,2.35,7.663386979658537,3.2610155972582886
333,0.99,3.85,16.781760932631595,4.358898830322523
334,0.99,14.15,43.68326338542028,3.08715640118054
335,0.99,9.2,23.26499516440955,2.528803794731432
336,0.99,6.05,21.855148134936083,3.6124211196188383
337,0.99,0.0,0.0,0.0
338,0.99,4.15,18.089430615693793,4.358898838506965
339,0.99,11.95,24.55295297922431,2.0546403994778473
340,0.99,3.25,14.16642156650719,4.358898809420711
341,0.99,1.85,8.063963045550244,4.358898707924525
342,0.99,4.85,18.770388914457794,3.870183201533912
343,0.99,1.7,5.441507144165116,3.2008863671038115
344,0.99,0.85,3.7050641020095725,4.358898430729094
345,0.99,0.0,0.0,0.0
346,0.99,2.7,11.769027147559816,4.358898782099977
347,0.99,7.65,28.14120644179989,3.6785890292733314
348,0.99,5.3,13.409325113517086,2.5300612944360297
349,0.99,14.15,30.369845241620837,2.1462788004942017
350,0.99,3.95,12.085011377735643,3.0594964738698724
351,0.99,0.0,0.0,0.0
352,0.99,0.0,0.0,0.0
353,0.99,0.0,0.0,0.0
354,0.99,2.65,10.258045622826991,3.8709604663135644
355,0.99,23.6,45.35350041617515,1.9217584840677668
356,0.99,0.0,0.0,0.0
357,0.99,5.5,17.55989749400605,3.1927085772245807
358,0.99,0.0,0.0,0.0
359,0.99,5.1,17.67738668468844,3.4661541839358865
360,0.99,1.05,3.2476914878109953,3.093039217625784
361,0.99,0.1,0.4358898943540673,4.358894584646087
362,0.99,8.3,36.178861231387586,4.358898891023819
363,0.99,4.4,14.252719038836066,3.2392542533887814
364,0.99,9.45,21.5788669767437,2.2834779627932176
365,0.99,8.15,26.522207675832718,3.254258570602069
366,0.99,3.25,10.113728293759923,3.1119163023287055
367,0.99,5.7,17.111691909334972,3.0020511594964656
368,0.99,4.45,18.06785820179027,4.060192763094605
369,0.99,0.0,0.0,0.0
370,0.99,5.8,22.679506167463167,3.9102596166271044
371,0.99,2.5,7.605918747922567,3.042367377474332
372,0.99,9.7,32.53321379759461,3.3539395321856356
373,0.99,6.35,27.67900829148328,4.358898874896598
374,0.99,7.8,23.536354857963882,3.017481353360993
375,0.99,8.65,23.302950456970038,2.6939826806441354
376,0.99,0.0,0.0,0.0
377,0.99,2.5,10.897247358851684,4.358898769184723
378,0.99,11.55,37.358365863618815,3.234490522958421
379,0.99,0.85,2.920188350089768,3.4355153018096916
380,0.99,0.0,0.0,0.0
381,0.99,1.5,6.5383484153110105,4.35889865294743
382,0.99,11.0,27.300183149568795,2.481834809216847
383,0.99,1.85,8.063963045550244,4.358898707924525
384,0.99,0.0,0.0,0.0
385,0.99,1.05,4.576843890717708,4.35889852840748
386,0.99,7.7,20.12486024796197,2.6136181800779417
387,0.99,0.0,0.0,0.0
388,0.99,1.45,4.811184885243967,3.3180583127159555
389,0.99,8.45,20.355527504832686,2.408938137744246
390,0.99,4.45,12.01030807265159,2.6989455736532655
391,0.99,3.55,11.859489870985175,3.3407012780042393
392,0.99,4.15,14.339717570440499,3.4553535481699136
393,0.99,2.9,12.640806936267953,4.358898793233819
394,0.99,5.5,20.046196646745738,3.6447629604126255
395,0.99,9.55,25.06486584843414,2.624593255075897
396,0.99,0.0,0.0,0.0
397,0.99,5.45,23.755999242296667,4.358898863560877
398,0.99,1.75,7.628073151196179,4.358898694460748
399,0.99,4.15,8.23574526075206,1.984516882482017
400,0.99,1.7,5.109794516416486,3.0057613034355035
401,0.99,0.35,1.525614630239236,4.358897698141332
402,0.99,2.55,11.11519230602872,4.358898772603468
403,0.99,3.2,13.948476619330155,4.358898807325086
404,0.99,6.9,22.15829415817021,3.211346932903698
405,0.99,3.95,17.21765082698566,4.358898833188804
406,0.99,8.55,18.25780654952834,2.1354159457294437
407,0.99,2.3,10.02546757014355,4.358898754023337
408,0.99,0.0,0.0,0.0
409,0.99,2.5,9.047098982546835,3.6188394482651565
410,0.99,4.5,11.074746046749786,2.461054622365405
411,0.99,3.85,11.731474758102667,3.047136221659492
412,0.99,0.4,1.743559577416269,4.358897853816209
413,0.99,0.8,3.487119154832538,4.358898398678373
414,0.99,9.3,22.834403867848184,2.4553122174534368
415,0.99,4.8,12.460337074092337,2.595903503021247
416,0.99,3.3,14.384366513684226,4.358898811452832
417,0.99,8.15,20.15260529063178,2.4727122752589636
418,0.99,0.0,0.0,0.0
419,0.99,3.7,10.421612159354233,2.8166518588348777
420,0.99,5.6,16.945205811674285,3.0259295551930947
421,0.99,12.65,32.9685835303854,2.6062121161868927
422,0.99,3.65,15.909981143923458,4.358898824118788
423,0.99,14.1,34.9755628975432,2.4805363581198274
424,0.99,0.0,0.0,0.0
425,0.99,8.3,20.564775709936637,2.4776837906226814
426,0.99,4.25,12.28769709913131,2.8912227788256546
427,0.99,8.75,20.60794749605113,2.355193972632198
428,0.99,3.0,13.076696830622021,4.358898798244048
429,0.99,4.35,18.96121040440193,4.358898843336102
430,0.99,4.55,13.854511900460443,3.044947603508941
431,0.99,9.65,18.86339046937215,1.9547554687975754
432,0.99,5.55,13.756725627852,2.4786892576546076
433,0.99,3.5,12.595634164265013,3.598752515539932
434,0.99,0.0,0.0,0.0
435,0.99,0.0,0.0,0.0
436,0.99,0.0,0.0,0.0
437,0.99,5.05,15.216684921493247,3.0132048752817346
438,0.99,0.95,4.140953996363639,4.358898484709254
439,0.99,2.1,9.153687781435416,4.358898735974067
440,0.99,1.0,4.358898943540674,4.358898507650823
441,0.99,1.95,8.499852939904313,4.358898720007406
442,0.99,0.0,0.0,0.0
443,0.99,3.25,14.16642156650719,4.358898809420711
444,0.99,0.0,0.0,0.0
445,0.99,7.45,18.36974414628576,2.4657374362029554
446,0.99,10.7,29.177217139405194,2.726842697824386
447,0.99,2.0,6.640783086353597,3.3203913771572298
448,0.99,5.55,14.409979181109179,2.5963925984630483
449,0.99,9.35,32.339256330348725,3.4587439555587522
450,0.99,6.95,30.294347657607688,4.3588988808227045
451,0.99,5.25,13.877589848385057,2.643350396961908
452,0.99,1.05,4.576843890717708,4.35889852840748
453,0.99,8.15,23.49100891830745,2.88233234724837
454,0.99,1.9,8.281907992727279,4.358898714124951
455,0.99,3.95,15.480552315728271,3.919127069320396
456,0.99,1.7,7.410128204019145,4.358898687134868
457,0.99,6.7,23.581984649303795,3.519699148855803
458,0.99,0.15,0.6538348415311012,4.358896037609982
459,0.99,8.7,24.203512141835947,2.782012857889042
460,0.99,0.0,0.0,0.0
461,0.99,4.65,12.908427479751357,2.7760058499248967
462,0.99,3.55,8.668765771434824,2.441905782322323
463,0.99,11.75,26.849348223001616,2.285050893148641
464,0.99,3.75,13.659703510691585,3.6425875057154227
465,0.99,5.95,25.935448714067007,4.358898870281869
466,0.99,2.0,8.717797887081348,4.358898725595738
467,0.99,4.85,14.856900753521913,3.0632784427204265
468,0.99,8.4,25.0347758128568,2.9803304184314
469,0.99,7.45,25.154472763307922,3.3764392517669792
470,0.99,2.25,7.1545440106270926,3.179797196732166
471,0.99,13.7,34.51535890006071,2.519369244388598
472,0.99,5.35,18.56414554995732,3.4699336827970004
473,0.99,6.45,15.474091249569389,2.3990838774668215
474,0.99,9.4,21.326978220085472,2.2688274460853965
475,0.99,5.5,18.725650856512303,3.404663730190169
476,0.99,5.0,17.10555465338672,3.4211108622551265
477,0.99,1.25,5.448623679425842,4.358898594828786
478,0.99,0.0,0.0,0.0
479,0.99,6.45,23.031445894689288,3.570766750017459
480,0.99,5.1,14.508273501695507,2.844759454356777
481,0.99,1.9,8.281907992727279,4.358898714124951
482,0.99,0.0,0.0,0.0
483,0.99,12.2,27.106456795383643,2.2218407027212765
484,0.99,13.9,32.82514280243118,2.3615210479337465
485,0.99,4.15,12.673890483983204,3.0539494406236765
486,0.99,9.25,23.29994635186957,2.5189130918895417
487,0.99,0.0,0.0,0.0
488,0.99,7.6,18.432037326351097,2.4252680373453015
489,0.99,7.45,19.353229704625527,2.597748918771897
490,0.99,9.8,21.576839434912614,2.2017182872184473
491,0.99,8.15,25.37769690101921,3.1138278024093777
492,0.99,3.45,11.079147079085105,3.2113468863624397
493,0.99,9.3,20.985947679340097,2.256553489643521
494,0.99,2.2,8.92524509467387,4.056929404082241
495,0.99,2.25,9.807522622966516,4.358898749811841
496,0.99,3.2,13.948476619330153,4.358898807325085
497,0.99,6.75,25.986294464582674,3.8498213451260055
498,0.99,5.8,17.425842877749133,3.004455616776478
499,0.99,2.0,8.717797887081348,4.358898725595738
500,0.99,0.0,0.0,0.0
501,0.99,1.4,6.102458520956944,4.358898632190772
502,0.99,6.4,16.301533670179627,2.547114596166901
503,0.99,4.75,14.099202105083819,2.968253012264951
504,0.99,4.15,12.736855969979406,3.0691218465222216
505,0.99,4.2,12.91743008496659,3.0755785184306514
506,0.99,5.4,19.17133276535567,3.550246742653888
507,0.99,2.4,7.532595834106592,3.138581466770186
508,0.99,7.7,18.593278355362724,2.4147114433625427
509,0.99,8.3,19.90251240421671,2.397893031858724
510,0.99,1.9,8.281907992727279,4.358898714124951
511,0.99,4.0,16.76007159889241,4.190017794972658
